source,target,weight,disease
ALB-As_Expected,CHL-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,COL-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,CRI-Health_Infrastructure,2,"Diabetes and kidney diseases, Neurological disorders"
ALB-As_Expected,CUB-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,CZE-As_Expected,2,"Diabetes and kidney diseases, Neurological disorders"
ALB-As_Expected,DNK-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,DZA-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,ECU-Health_Infrastructure,2,"Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,EGY-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,ESP-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,FRA-Governance,2,"Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,FSM-Governance,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,GBR-As_Expected,2,"Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,GHA-As_Expected,2,"Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,GMB-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,GRC-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,GTM-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,HRV-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,HUN-As_Expected,2,"Diabetes and kidney diseases, Musculoskeletal disorders"
ALB-As_Expected,IND-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,IRL-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,IRN-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,IRQ-Health_Infrastructure,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,ISL-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,ITA-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,JOR-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,KAZ-As_Expected,2,"Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,KEN-As_Expected,2,"Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,KHM-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,KOR-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,KWT-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,LBN-As_Expected,3,"Maternal and neonatal disorders, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,LKA-Health_Infrastructure,2,"Diabetes and kidney diseases, Musculoskeletal disorders"
ALB-As_Expected,LTU-Research_Capacity,2,"Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,LUX-Research_Capacity,2,"Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,MEX-As_Expected,2,"Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,MEX-Health_Infrastructure,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,MNE-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,MOZ-As_Expected,2,"Diabetes and kidney diseases, Neurological disorders"
ALB-As_Expected,MWI-As_Expected,2,"Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,MYS-As_Expected,2,"Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,NLD-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,NOR-As_Expected,2,"Diabetes and kidney diseases, Neurological disorders"
ALB-As_Expected,NPL-As_Expected,2,"Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,OMN-As_Expected,2,"Diabetes and kidney diseases, Neurological disorders"
ALB-As_Expected,PAK-As_Expected,3,"Maternal and neonatal disorders, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,PAN-As_Expected,2,"Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,PER-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,PHL-Health_Infrastructure,2,"Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,POL-As_Expected,2,"Diabetes and kidney diseases, Neurological disorders"
ALB-As_Expected,POL-Research_Capacity,2,"Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,PRI-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,PRT-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,PSE-As_Expected,2,"Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,ROU-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,RUS-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,RUS-Health_Infrastructure,2,"Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,RWA-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,SAU-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,SDN-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,SGP-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,SVK-As_Expected,2,"Diabetes and kidney diseases, Musculoskeletal disorders"
ALB-As_Expected,SWE-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,THA-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,TUN-As_Expected,3,"Maternal and neonatal disorders, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,TUR-As_Expected,2,"Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,TUR-Health_Infrastructure,2,"Diabetes and kidney diseases, Musculoskeletal disorders"
ALB-As_Expected,TZA-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,UGA-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,UKR-As_Expected,2,"Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,URY-As_Expected,3,"Maternal and neonatal disorders, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,UZB-As_Expected,3,"Maternal and neonatal disorders, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,VEN-As_Expected,2,"Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,VIR-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
ALB-As_Expected,VNM-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,ZAF-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,ZMB-As_Expected,2,"Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,ZWE-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Neurological disorders"
ALB-Multiple_Factors,ARG-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,AUS-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,AUT-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,BFA-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,BGR-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,BOL-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,BRA-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,CHE-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,CHL-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,CHN-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,CMR-Health_Infrastructure,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,COD-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,CRI-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,DOM-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,ECU-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,EGY-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,EST-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,GBR-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,GRL-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,GTM-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,HUN-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,IDN-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,IRL-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,IRN-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,IRQ-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,ISR-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,KAZ-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,KEN-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,KOR-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,LKA-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,LTU-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,LVA-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,MAR-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,MEX-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,MKD-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,MMR-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,MNE-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,MNG-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,MOZ-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,MYS-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,NGA-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,NOR-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,NPL-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,NZL-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,OMN-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,PER-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,PRI-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,PRY-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,RWA-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,SGP-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,SRB-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,SVN-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,SWE-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,THA-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,TZA-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,URY-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,USA-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
ALB-Multiple_Factors,ZAF-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
ARE-As_Expected,ARG-As_Expected,4,"Cardiovascular diseases, Diabetes and kidney diseases, Digestive diseases"
ARE-As_Expected,AUS-As_Expected,4,"Cardiovascular diseases, Digestive diseases, Mental disorders"
ARE-As_Expected,AUT-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
ARE-As_Expected,BEL-Research_Capacity,2,"Diabetes and kidney diseases, Digestive diseases"
ARE-As_Expected,BGD-As_Expected,3,"Diabetes and kidney diseases, Mental disorders, Nutritional deficiencies"
ARE-As_Expected,BGD-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
ARE-As_Expected,BGR-As_Expected,4,"Cardiovascular diseases, Diabetes and kidney diseases, Digestive diseases"
ARE-As_Expected,BHR-As_Expected,2,"Cardiovascular diseases, Digestive diseases"
ARE-As_Expected,BHS-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
ARE-As_Expected,BMU-Multiple_Factors,2,"Diabetes and kidney diseases, Mental disorders"
ARE-As_Expected,BOL-Multiple_Factors,2,"Diabetes and kidney diseases, Mental disorders"
ARE-As_Expected,BRA-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Mental disorders"
ARE-As_Expected,BRA-Health_Infrastructure,2,"Digestive diseases, Nutritional deficiencies"
ARE-As_Expected,BWA-As_Expected,4,"Diabetes and kidney diseases, Digestive diseases, Mental disorders"
ARE-As_Expected,CAN-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
ARE-As_Expected,CHE-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Nutritional deficiencies"
ARE-As_Expected,CHL-As_Expected,4,"Cardiovascular diseases, Diabetes and kidney diseases, Digestive diseases"
ARE-As_Expected,CHN-Multiple_Factors,2,"Diabetes and kidney diseases, Mental disorders"
ARE-As_Expected,CHN-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
ARE-As_Expected,CIV-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
ARE-As_Expected,CMR-Health_Infrastructure,3,"Cardiovascular diseases, Mental disorders, Nutritional deficiencies"
ARE-As_Expected,COD-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
ARE-As_Expected,COL-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Digestive diseases"
ARE-As_Expected,CRI-As_Expected,2,"Cardiovascular diseases, Digestive diseases"
ARE-As_Expected,CRI-Health_Infrastructure,2,"Diabetes and kidney diseases, Nutritional deficiencies"
ARE-As_Expected,CUB-As_Expected,2,"Diabetes and kidney diseases, Nutritional deficiencies"
